""	"yr"	"individ_dbid"	"cohort"	"prev_fall"	"spring"	"fall"	"success"	"age"	"summergain"	"winterloss"	"max_snow"	"winter_dens"	"summer_dens"	"spr"	"max"	"prev_fall_std_2_sd"	"spring_std_2_sd"	"fall_std_2_sd"	"prev_fall_cent"	"spring_cent"	"fall_cent"	"success_cent"	"max_snow_std_2_sd"	"max_snow_m"	"max_snow_m_cent"	"spr_ten"	"max_hundred"	"spr_std_2_sd"	"max_std_2_sd"	"max_hundred_cent"	"spr_ten_cent"	"winter_dens_std_2_sd"	"winter_dens_cent"	"summer_dens_std_2_sd"	"summer_dens_cent"
"1"	2003	5024	2001	54.8	58.6	64.8	1	2	6.2	3.8	1522.037	1.076086957	4.192307692	172.42	0.3532	-1.0703089438606	-0.508096724095645	-0.669316206627835	-16.564742014742	-8.48611793611793	-8.94434889434889	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"2"	2003	5037	1999	70.2	77.2	76.2	1	4	-1	7	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.0752582681069911	0.605557262252591	0.183759276639387	-1.16474201474202	10.1138820638821	2.45565110565111	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"3"	2003	5046	2000	61	69.8	73.2	0	3	3.40000000000001	8.8	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.669704126349406	0.162490622522647	-0.0407342715888293	-10.364742014742	2.71388206388207	-0.544348894348886	-0.701474201474201	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"4"	2003	5075	2001	58.6	54.6	72	0	2	17.4	-4	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.824776958934383	-0.74759220503075	-0.130531690880116	-12.764742014742	-12.4861179361179	-1.74434889434889	-0.701474201474201	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"5"	2003	5080	2000	58.4	57.4	58	1	3	0.600000000000001	-1	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.837699694983132	-0.579945368376176	-1.17816824927846	-12.964742014742	-9.68611793611793	-15.7443488943489	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"6"	2003	5094	1999	67.2	70.8	67.2	1	4	-3.59999999999999	3.59999999999999	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.269099308838213	0.222364492756424	-0.489721368045262	-4.16474201474202	3.71388206388207	-6.54434889434889	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"7"	2003	5097	1999	72	79.6	72.6	1	4	-7	7.59999999999999	1522.037	1.076086957	4.192307692	172.42	0.3532	0.041046356331742	0.749254550813653	-0.0856329812344731	0.635257985257979	12.5138820638821	-1.14434889434889	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"8"	2003	5103	1999	70.6	70.6	68.8	1	4	-1.8	0	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.0494127960094953	0.210389718709668	-0.36999147565688	-0.764742014742026	3.51388206388206	-4.94434889434889	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"9"	2003	5104	2001	72.6	69.8	75	1	2	5.2	-2.8	1522.037	1.076086957	4.192307692	172.42	0.3532	0.0798145644779861	0.162490622522647	0.0939618573481002	1.23525798525797	2.71388206388207	1.25565110565111	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"10"	2003	5106	2001	64	67	69.8	1	2	2.8	3	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.475863085618184	-0.00515621413192554	-0.295160292914141	-7.36474201474202	-0.0861179361179296	-3.94434889434889	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
"11"	2003	5108	1999	67	71.6	73.2	1	4	1.60000000000001	4.59999999999999	1522.037	1.076086957	4.192307692	172.42	0.3532	-0.282022044886961	0.270263588943444	-0.0407342715888293	-4.36474201474202	4.51388206388206	-0.544348894348886	0.298525798525799	-0.122551104123959	1.522037	-0.161588174447174	17.242	35.32	0.299841841037376	0.41141938561158	1.93186732186732	0.397373464373462	-1.28112746587394	-1.79116814398403	-0.81395018607017	-1.10266385300246
